farmer_id,household_id,county,sub_county,ward,village_locality,latitude,longitude,parcel_id,parcel_area_ha,irrigation_availability,soil_type,soil_ph,primary_crops,livelihood_mix,cooperative_membership,cooperative_name,advisory_interactions,historical_yields_t_ha,historical_flood_events,access_to_seeds,access_to_fertilizer,access_to_credit,phone_reachable,preferred_language,consent_status,source,version,comments_en
bd4139d2-a192-4250-9376-3bbc234be51d,8e8140d5-8009-4c6a-947d-bd4ce6ea9758,Kajiado,Kajiado_SC_1,Ward_3,Village_19,-2.567808422161267,41.09082285937202,def76a6b-5f63-4196-a023-274a9eff1d09,3.3486625450484824,True,sandy loam,5.011622522121777,"[""Sorghum""]","{""crop"": 61, ""livestock"": 40, ""off_farm"": 21}",False,Coop_84,14,"{""Rice"": 3.15, ""Beans"": 2.52}",1,True,False,False,True,English,Granted,farmer_registration,1.0,Farmer profile from Kajiado
c6a1bff9-8ba0-4ee3-9d72-f5bb125a0cd3,a79289e5-8f59-4b1e-9aae-3aa312af5d1b,Homa Bay,Homa Bay_SC_6,Ward_1,Village_2,-3.796613814108821,34.15573791956708,76008407-af02-4302-94e5-ca7260663fdf,1.740390046700383,False,sandy,7.413691784989619,"[""Finger Millet""]","{""crop"": 42, ""livestock"": 30, ""off_farm"": 20}",False,Coop_94,7,"{""Rice"": 1.09, ""Finger Millet"": 2.29}",0,False,False,False,False,English,Granted,farmer_registration,1.0,Farmer profile from Homa Bay
0c5176d7-03ac-4306-b53d-9c017d561180,1fc5b481-2360-4bdd-b92c-7ac52b6875e1,Homa Bay,Homa Bay_SC_6,Ward_1,Village_3,-2.413450492666041,34.22427560830215,258668fe-7c25-462e-9639-37ba9f3d130c,2.1932427777152936,True,sandy loam,6.5063838576799045,"[""Millet"", ""Arrowroot""]","{""crop"": 45, ""livestock"": 35, ""off_farm"": 5}",True,Coop_58,11,"{""Cassava"": 2.89, ""Millet"": 3.2}",0,False,False,True,False,Kiswahili,Granted,farmer_registration,1.0,Farmer profile from Homa Bay
4d2141cc-9523-4677-a906-c64515807948,8531a412-8343-466d-a9ee-a7dc22663a41,Siaya,Siaya_SC_2,Ward_4,Village_10,3.5664106908323445,39.80854586604108,b4964c75-1bb3-4447-836a-17fc70e1faed,3.47628335858391,True,clay,6.286585969432681,"[""Maize""]","{""crop"": 85, ""livestock"": 20, ""off_farm"": 19}",False,Coop_10,0,"{""Arrowroot"": 4.11, ""Millet"": 0.78}",3,True,False,False,False,English,Denied,farmer_registration,1.0,Farmer profile from Siaya
70f168eb-de7c-44e7-9043-29950654f162,d83f6884-3a89-452b-9921-5348d33b3382,Siaya,Siaya_SC_2,Ward_3,Village_14,4.166021298118367,39.089919448817206,5b61ec6d-5eb0-4759-a7de-1baaf06814c6,0.8900191080988173,True,clay,5.167854858796233,"[""Finger Millet""]","{""crop"": 62, ""livestock"": 37, ""off_farm"": 26}",True,,5,"{""Rice"": 4.22, ""Maize"": 3.67}",4,True,False,True,True,English,Denied,farmer_registration,1.0,Farmer profile from Siaya
ac7b0b49-26e4-47b9-8b13-f4ab3c6cc46b,7921e78e-03ba-4af5-bb43-c7c5079c6fb5,Siaya,Siaya_SC_3,Ward_2,Village_15,1.127532782198771,38.53894718473276,65f18a09-3db9-4c42-9a76-4274bd3aade3,2.698051986114298,True,sandy,7.528400030987864,"[""Rice"", ""Arrowroot"", ""Sorghum""]","{""crop"": 84, ""livestock"": 40, ""off_farm"": 24}",False,Coop_34,9,"{""Arrowroot"": 2.06, ""Sorghum"": 0.98}",5,False,False,False,False,Local,Pending,farmer_registration,1.0,Farmer profile from Siaya
a9f23417-516a-47f2-8f10-bf26cd169752,fee330fa-908e-4241-8a52-97f3c346bf7d,Nyandarua,Nyandarua_SC_5,Ward_1,Village_7,-3.2693148804347323,35.66430003124263,894653bb-5278-49f4-8f8a-5ca50f27a017,2.8033290396116226,True,loam,6.946307336897566,"[""Sorghum"", ""Beans"", ""Maize""]","{""crop"": 77, ""livestock"": 6, ""off_farm"": 9}",False,Coop_9,10,"{""Millet"": 3.66, ""Sorghum"": 1.64}",2,True,True,False,True,Kiswahili,Pending,farmer_registration,1.0,Farmer profile from Nyandarua
4ff0347f-9d23-4809-a987-7fdb6014bceb,083d60f0-0d9c-4f5a-84be-a76bb6f5b8e2,Kilifi,Kilifi_SC_5,Ward_4,Village_11,-1.4254348064035378,38.1399422954222,b76b88db-4428-4a33-9d6a-cfbb401b1c7f,3.8197924197199287,False,sandy loam,6.782299227777011,"[""Maize"", ""Sorghum""]","{""crop"": 72, ""livestock"": 22, ""off_farm"": 27}",False,Coop_34,17,"{""Rice"": 0.53, ""Millet"": 4.11}",4,True,False,True,False,Local,Pending,farmer_registration,1.0,Farmer profile from Kilifi
4ed63253-64f5-492f-a8bf-e5bd09512caa,c8ffe39e-f0b9-4dc9-858c-848708db8b1f,Nakuru,Nakuru_SC_2,Ward_4,Village_15,2.819922484498962,39.00282861871818,fdfb7b62-960a-4711-a7a1-ff9b577ae524,4.738387992184586,False,clay,7.947913227751341,"[""Millet"", ""Cassava"", ""Rice""]","{""crop"": 52, ""livestock"": 18, ""off_farm"": 23}",True,Coop_73,11,"{""Beans"": 2.28, ""Cassava"": 4.26}",1,True,False,False,False,Kiswahili,Granted,farmer_registration,1.0,Farmer profile from Nakuru
57080d95-fdf8-4ba6-855d-bfc723a5ff8f,b2ee0d84-decd-45d1-8080-ab9d2b6fa405,Nakuru,Nakuru_SC_5,Ward_4,Village_17,2.6884272936125146,37.526891154132244,08c4b8a6-0881-47b9-bee0-648a33a65fa1,4.354773998762225,True,loam,6.082632476761268,"[""Millet"", ""Rice"", ""Beans""]","{""crop"": 81, ""livestock"": 21, ""off_farm"": 24}",False,Coop_40,16,"{""Arrowroot"": 3.48, ""Millet"": 2.71}",2,False,False,False,True,English,Denied,farmer_registration,1.0,Farmer profile from Nakuru
